Player,G,MP,FG,FGA,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,TOV%
Baris Ermis,37,347,36,70,9,27,0.33,27,43,0.63,0.58,8,18,0.54,9,18,27,45,16,2,34,53,89,0.57,30.38
Baris Hersek,14,112,12,35,4,16,0.25,8,19,0.42,0.4,5,8,0.75,4,13,17,6,6,1,9,17,33,0.43,18.94
Barisa Krasic,66,1008,113,283,58,153,0.38,55,130,0.42,0.5,55,66,0.71,38,95,133,15,24,19,48,181,339,0.54,13.33
Bekir Yarangume,9,65,5,13,1,5,0.2,4,8,0.5,0.42,4,6,0.67,1,7,8,5,3,0,3,3,15,0.48,16.09
Ben Bentil,23,209,19,52,7,22,0.32,12,30,0.4,0.43,26,31,0.84,21,25,46,10,3,1,4,31,71,0.54,5.74
Ben Hansbrough,12,149,10,31,6,22,0.27,4,9,0.44,0.42,1,2,0.5,5,12,17,10,5,0,7,28,27,0.42,18.0
Ben Woodside,7,141,15,44,4,13,0.31,11,31,0.35,0.39,8,9,0.89,5,10,15,13,8,0,5,14,42,0.44,9.44
Benjamin Dewar,9,167,12,31,6,20,0.3,6,11,0.55,0.48,8,8,1.0,2,11,13,6,5,1,4,21,38,0.55,10.38
Benjamin Eze,60,999,137,251,1,5,0.2,136,246,0.55,0.55,54,102,0.57,88,147,235,18,55,55,73,141,329,0.56,19.79
Benjamin Ortner,10,157,17,40,0,1,0.0,17,39,0.44,0.42,2,4,0.5,10,14,24,5,2,2,8,22,36,0.43,16.08
Bennett Davison,34,856,146,314,5,21,0.24,141,293,0.48,0.47,60,97,0.61,77,140,217,28,45,19,73,116,357,0.5,16.99
Beno Udrih,69,1521,189,409,33,110,0.3,156,299,0.52,0.5,107,146,0.67,28,112,140,165,80,5,115,146,518,0.55,19.55
Berk Demir,28,256,25,63,7,28,0.25,18,35,0.51,0.45,10,11,0.91,21,37,58,7,4,9,14,33,67,0.49,17.11
Berk Ugurlu,24,153,16,38,2,9,0.22,14,29,0.48,0.45,6,10,0.52,1,6,7,14,6,2,11,20,40,0.47,20.6
Bernd Kruel,13,172,21,44,0,3,0.0,21,41,0.51,0.48,21,29,0.72,14,27,41,7,8,0,12,28,63,0.55,17.45
Berni Rodriguez,169,3655,407,953,185,490,0.38,222,463,0.48,0.52,255,317,0.81,68,237,305,357,126,8,269,401,1254,0.57,19.76
Billy Baron,26,640,99,236,56,139,0.4,43,97,0.44,0.54,47,55,0.86,9,61,70,58,21,1,31,35,301,0.58,10.65
Billy Keys,16,466,54,128,32,88,0.36,22,40,0.55,0.55,19,23,0.83,7,21,28,42,17,0,32,37,159,0.58,18.81
Birkan Batuk,103,1368,116,295,71,202,0.35,45,93,0.48,0.51,30,50,0.61,52,93,145,35,42,5,31,245,333,0.53,8.91
Blagota Sekulic,56,793,101,187,7,27,0.26,94,160,0.59,0.56,34,71,0.5,78,84,162,7,26,11,34,98,243,0.56,13.48
Blake Ahearn,9,202,27,72,13,36,0.36,14,36,0.39,0.47,19,21,0.9,2,13,15,14,0,1,15,23,86,0.53,15.59
Blake Schilb,47,1301,203,420,48,144,0.33,155,276,0.56,0.54,71,85,0.83,44,138,182,182,40,8,101,75,525,0.57,18.09
Blake Stepp,13,364,55,119,37,82,0.45,18,37,0.49,0.62,23,29,0.79,5,24,29,32,14,1,28,34,170,0.65,17.53
Bo McCalebb,106,2847,503,965,72,214,0.34,431,751,0.57,0.56,312,391,0.81,106,176,282,286,173,3,183,248,1390,0.61,13.86
Bob Menama,7,53,1,3,0,1,0.0,1,2,0.5,0.33,2,2,1.0,2,11,13,0,0,0,3,13,4,0.52,43.6
Bobby Brown,39,1025,166,433,63,204,0.31,103,229,0.45,0.46,141,163,0.77,8,44,52,149,17,3,87,69,536,0.53,14.7
Bobby Dixon,149,2996,478,1081,282,688,0.41,196,393,0.5,0.57,147,168,0.85,64,254,318,368,114,3,215,282,1385,0.6,15.69
Bogdan Bogdanovic,108,3037,452,1081,197,524,0.38,255,557,0.46,0.51,221,276,0.8,61,295,356,333,116,33,219,242,1322,0.55,15.41
Bojan Bakic,27,367,31,77,10,38,0.26,21,39,0.54,0.47,34,43,0.78,10,12,22,17,19,1,17,50,106,0.55,15.05
Bojan Bogdanovic,86,2420,409,891,126,351,0.36,283,540,0.52,0.53,255,324,0.73,55,160,215,107,59,28,137,160,1199,0.58,11.7
Bojan Brkic,6,55,3,8,1,5,0.2,2,3,0.67,0.44,3,4,0.75,0,2,2,2,1,0,2,4,10,0.51,17.01
Bojan Dubljevic,58,1278,265,532,65,176,0.37,200,356,0.56,0.56,156,187,0.85,109,211,320,84,35,10,90,110,751,0.61,12.78
Bojan Popovic,58,1295,118,312,32,120,0.27,86,192,0.45,0.43,172,204,0.86,21,113,134,133,75,3,112,133,440,0.55,21.8
Boniface N'Dong,55,996,198,338,1,3,0.33,197,335,0.59,0.59,104,154,0.68,86,167,253,22,21,65,73,119,501,0.62,15.25
Bootsy Thornton,138,3646,463,1075,131,387,0.34,332,688,0.48,0.49,321,421,0.78,132,386,518,275,173,8,225,333,1378,0.55,15.15
Boris Bakic,21,126,6,20,3,10,0.3,3,10,0.3,0.38,12,22,0.7,5,6,11,3,9,1,13,41,27,0.45,30.46
Boris Dallo,22,198,12,37,1,5,0.2,11,32,0.34,0.34,0,2,0.0,8,13,21,17,5,1,7,23,25,0.33,15.6
Boris Diaw,26,604,66,134,8,30,0.27,58,104,0.56,0.52,23,38,0.62,22,75,97,60,19,19,32,60,163,0.54,17.51
Boris Dzidic,14,184,13,51,8,33,0.24,5,18,0.28,0.33,8,11,0.85,8,22,30,3,6,2,9,27,42,0.38,13.88
Boris Gnjidic,24,569,76,160,33,75,0.44,43,85,0.51,0.58,37,45,0.82,36,32,68,21,26,6,35,83,222,0.62,16.29
Boris Gorenc,30,704,96,193,17,56,0.3,79,137,0.58,0.54,59,93,0.58,23,57,80,54,19,2,39,64,268,0.57,14.29
Boris Savovic,26,355,42,117,9,37,0.24,33,80,0.41,0.4,14,18,0.66,32,52,84,16,3,3,16,37,107,0.43,11.35
Borisa Simanic,27,307,36,65,18,38,0.47,18,27,0.67,0.69,4,6,0.75,8,23,31,11,7,12,16,34,94,0.69,19.13
Bostjan Nachbar,146,2706,436,970,139,369,0.38,297,601,0.49,0.52,271,344,0.8,64,338,402,126,67,33,150,351,1282,0.57,11.8
Bracey Wright,36,1092,173,414,50,154,0.32,123,260,0.47,0.48,109,143,0.76,23,70,93,56,30,5,70,73,505,0.53,12.8
Brad Newley,15,377,42,101,11,33,0.33,31,68,0.46,0.47,17,24,0.71,20,41,61,21,9,10,17,33,112,0.5,13.22
Brad Oleson,150,2888,320,733,160,416,0.38,160,317,0.5,0.55,118,144,0.83,52,174,226,227,75,27,110,268,918,0.58,12.14
Brad Wanamaker,94,2770,413,950,124,341,0.36,289,609,0.47,0.5,320,379,0.83,43,259,302,392,131,8,212,244,1270,0.57,15.95
Bradley Traina,25,473,61,150,29,80,0.36,32,70,0.46,0.5,11,18,0.63,20,38,58,13,17,1,35,58,162,0.51,18.14
Brandon Davies,28,563,104,202,5,13,0.38,99,189,0.52,0.53,55,70,0.79,34,75,109,45,31,16,56,71,268,0.58,19.39
Brandon Jennings,16,314,43,111,11,41,0.27,32,70,0.46,0.44,24,31,0.77,3,22,25,26,19,1,19,37,121,0.49,13.23
Brandon Paul,50,929,126,322,87,220,0.4,39,102,0.38,0.53,91,131,0.7,11,91,102,48,46,7,43,111,430,0.57,10.17
Branimir Longin,33,618,71,163,25,64,0.39,46,99,0.46,0.51,46,70,0.47,27,54,81,26,22,1,31,65,213,0.55,13.79
Branislav Djekic,31,293,24,59,13,34,0.38,11,25,0.44,0.52,17,24,0.72,6,30,36,14,6,3,20,54,78,0.56,22.33
Branko Cvetkovic,9,246,35,79,11,28,0.39,24,51,0.47,0.51,28,38,0.74,5,13,18,7,10,1,19,20,109,0.57,16.56
Branko Lazic,140,2714,194,477,79,238,0.33,115,239,0.48,0.49,73,94,0.77,85,148,233,101,116,9,89,395,540,0.52,14.65
Branko Milisavljevic,4,62,6,14,2,5,0.4,4,9,0.44,0.5,3,5,0.6,1,5,6,4,1,0,4,10,17,0.52,19.8
Braydon Hobbs,18,177,20,47,20,41,0.49,0,6,0.0,0.64,7,8,0.88,2,14,16,48,8,0,16,19,67,0.66,24.05
Brent Petway,56,1063,116,248,55,151,0.36,61,97,0.63,0.58,34,47,0.71,55,145,200,50,21,50,40,160,321,0.6,12.96
Brent Wright,24,677,90,195,4,16,0.25,86,179,0.48,0.47,88,119,0.73,60,106,166,32,27,7,76,81,272,0.55,23.5
Brett Eppehimer,12,391,53,159,24,82,0.29,29,77,0.38,0.41,41,49,0.84,5,14,19,18,12,0,42,21,171,0.47,18.87
Brian Chase,10,299,44,109,20,51,0.39,24,58,0.41,0.5,16,18,0.89,7,22,29,24,15,0,22,31,124,0.53,15.84
Brian Greene,10,197,30,77,13,35,0.37,17,42,0.4,0.47,14,16,0.88,6,24,30,15,10,2,10,21,87,0.52,10.63
Brian Randle,33,900,154,260,8,30,0.27,146,230,0.63,0.61,52,78,0.68,55,104,159,58,43,37,46,115,368,0.63,13.52
Brian Roberts,52,1081,140,341,54,152,0.36,86,189,0.46,0.49,101,110,0.85,13,79,92,90,26,0,64,117,435,0.56,14.12
Brian Sacchetti,18,287,18,46,10,30,0.33,8,16,0.5,0.5,11,16,0.82,12,35,47,18,10,0,9,27,57,0.54,14.51
Briante Weber,8,194,37,70,6,13,0.46,31,57,0.54,0.57,13,17,0.76,7,30,37,21,8,2,22,29,93,0.6,22.11
Brion Rush,22,664,116,276,55,141,0.39,61,135,0.45,0.52,40,50,0.78,22,49,71,48,35,3,53,53,327,0.55,15.1
Britton Johnsen,20,490,77,156,19,61,0.31,58,95,0.61,0.55,49,62,0.79,22,62,84,22,21,7,43,67,222,0.61,19.0
Brock Motum,135,2282,407,811,111,269,0.41,296,542,0.55,0.57,136,172,0.8,129,213,342,68,51,6,107,172,1061,0.6,10.77
Brooks Sales,13,319,49,102,4,17,0.24,45,85,0.53,0.5,17,26,0.65,28,50,78,10,12,3,22,34,119,0.52,16.24
Bruno Cerella,54,522,41,98,14,43,0.33,27,55,0.49,0.49,10,15,0.72,19,40,59,36,23,1,16,72,106,0.51,13.27
Bruno Fitipaldo,16,225,29,65,16,38,0.42,13,27,0.48,0.57,12,14,0.86,1,3,4,38,4,0,22,38,86,0.6,23.62
Bruno Sundov,4,38,5,14,2,5,0.4,3,9,0.33,0.43,2,2,1.0,5,3,8,0,0,0,3,5,14,0.47,16.78
Bryan Bailey,4,84,13,23,4,9,0.44,9,14,0.64,0.65,3,6,0.5,2,4,6,7,2,0,7,10,33,0.64,21.45
Bryant Dunston,168,4308,612,997,4,19,0.21,608,978,0.62,0.62,367,562,0.65,353,534,887,185,134,216,147,474,1595,0.64,10.57
Bryant Smith,16,186,17,41,8,19,0.42,9,22,0.41,0.51,10,15,0.67,10,17,27,5,13,1,11,19,52,0.55,18.77
Bryce Cotton,10,183,29,68,12,32,0.38,17,36,0.47,0.51,10,11,0.91,2,14,16,14,5,0,9,21,80,0.55,11.0
Bryce Taylor,43,1008,114,262,47,106,0.44,67,156,0.43,0.52,52,59,0.86,41,94,135,49,39,5,28,116,327,0.57,8.86
Byron Dinkins,26,767,108,244,36,116,0.31,72,128,0.56,0.52,65,81,0.79,7,69,76,81,36,0,64,59,317,0.57,18.62
Cal Bowdler,27,322,38,73,1,5,0.2,37,68,0.54,0.53,39,58,0.68,25,43,68,3,11,11,17,42,116,0.59,14.72
Caleb Green,34,673,93,214,31,90,0.34,62,124,0.5,0.51,57,88,0.66,38,94,132,26,27,6,51,70,274,0.54,16.79
Calvin Bowman,14,328,49,103,0,2,0.0,49,101,0.49,0.48,24,46,0.52,22,41,63,6,4,12,22,40,122,0.49,15.15
Can Altintig,10,166,15,37,5,15,0.33,10,22,0.45,0.47,7,10,0.7,4,14,18,16,8,1,14,18,42,0.51,25.27
Can Korkmaz,10,79,11,25,6,15,0.4,5,10,0.5,0.56,6,8,0.75,2,4,6,8,2,0,4,10,34,0.6,12.3
Can Maxim Mutaf,3,28,1,6,0,4,0.0,1,2,0.5,0.17,2,2,1.0,1,2,3,1,1,0,3,5,4,0.29,30.36
Caner Topaloglu,9,64,2,12,1,4,0.25,1,8,0.12,0.21,3,4,0.75,2,5,7,6,3,1,1,11,8,0.29,6.78
Carl English,20,454,58,151,37,92,0.4,21,59,0.36,0.51,11,16,0.69,8,43,51,22,8,1,32,50,164,0.52,16.84
Carlos Arroyo,80,2133,321,800,117,337,0.35,204,463,0.44,0.47,152,178,0.87,23,132,155,325,52,3,129,180,911,0.52,12.81
Carlos Cabezas,161,3440,386,842,117,347,0.34,269,495,0.54,0.53,264,332,0.81,91,226,317,279,102,8,249,255,1153,0.58,20.13
Carlos Delfino,37,1160,160,395,50,159,0.31,110,236,0.47,0.47,82,112,0.73,55,184,239,74,62,8,58,105,452,0.51,11.55
Carlos Jimenez,118,2550,214,482,89,227,0.39,125,255,0.49,0.54,193,251,0.75,116,436,552,149,125,30,152,317,710,0.6,20.42
Carlos Suarez,170,3379,271,729,121,408,0.3,150,321,0.47,0.45,200,256,0.77,188,411,599,285,91,21,160,247,863,0.51,15.97
Carlton Myers,38,992,134,356,77,204,0.38,57,152,0.38,0.48,123,150,0.83,17,59,76,77,44,0,75,98,468,0.55,15.09
Casey Jacobsen,95,2602,258,598,152,372,0.41,106,226,0.47,0.56,137,173,0.79,43,189,232,159,62,5,131,183,805,0.6,16.27
Casey Schmidt,12,358,43,90,14,39,0.36,29,51,0.57,0.56,14,15,0.93,6,43,49,16,9,1,13,31,114,0.59,11.86
Cedi Osman,98,1780,228,548,94,264,0.36,134,284,0.47,0.5,110,155,0.65,80,209,289,84,67,14,65,185,660,0.54,9.54
Cedomir Vitkovac,39,643,61,154,17,61,0.28,44,93,0.47,0.45,41,50,0.85,40,84,124,22,19,6,37,89,180,0.51,17.37
Cedric Ferchaud,19,306,34,80,25,62,0.4,9,18,0.5,0.58,3,4,0.75,3,21,24,7,11,1,14,37,96,0.59,14.62
Cedric Simmons,22,242,32,58,0,1,0.0,32,57,0.56,0.55,20,37,0.54,27,40,67,3,3,11,18,35,84,0.57,19.51
Cedrick Banks,12,337,49,116,27,73,0.37,22,43,0.51,0.54,14,17,0.68,9,26,35,20,17,2,29,18,139,0.56,19.02
Cemal Nalga,11,122,12,24,0,1,0.0,12,23,0.52,0.5,5,17,0.29,5,24,29,3,1,2,11,18,29,0.46,25.89
Cenk Akyol,82,1191,113,292,65,170,0.38,48,122,0.39,0.5,53,75,0.6,23,105,128,40,48,5,41,143,344,0.53,11.2
Cesar Bravo,6,52,3,6,0,1,0.0,3,5,0.6,0.5,0,2,0.0,2,3,5,1,2,0,3,12,6,0.44,30.36
Cevher Ozer,37,474,55,150,26,95,0.27,29,55,0.53,0.45,20,24,0.9,16,61,77,17,7,2,19,52,156,0.49,10.58
Chad Austin,14,498,77,219,22,75,0.29,55,144,0.38,0.4,37,44,0.84,19,39,58,20,16,0,36,37,213,0.45,13.12
Charis Giannopoulos,6,23,5,7,3,4,0.75,2,3,0.67,0.93,1,2,0.5,3,2,5,0,1,0,1,4,14,0.89,11.26
Charles Evans,8,133,13,27,2,10,0.2,11,17,0.65,0.52,7,7,1.0,2,6,8,11,6,0,14,13,35,0.58,31.76
Charles Jenkins,160,3596,389,903,149,368,0.4,240,535,0.45,0.51,139,171,0.78,72,235,307,281,201,24,140,426,1066,0.54,12.52
Charles Kahudi,23,492,58,135,23,63,0.37,35,72,0.49,0.51,22,26,0.85,19,48,67,19,11,3,17,55,161,0.55,10.4
Charles Smith,79,2122,363,862,174,498,0.35,189,364,0.52,0.52,119,159,0.71,39,169,208,140,157,39,112,176,1019,0.55,10.73
Charlie Bell,14,385,65,158,18,68,0.26,47,90,0.52,0.47,35,47,0.79,6,24,30,19,17,4,32,37,183,0.51,15.19
Chase Budinger,29,548,78,159,19,58,0.33,59,101,0.58,0.55,23,27,0.85,38,72,110,35,18,4,26,49,198,0.58,13.21
Chasson Randle,23,175,22,50,9,20,0.45,13,30,0.43,0.53,6,8,0.75,2,9,11,22,5,1,7,28,59,0.55,11.57
Chevon Troutman,20,342,57,102,4,21,0.19,53,81,0.65,0.58,18,26,0.69,28,49,77,13,12,2,13,38,136,0.6,10.28
Cheyne Gadson,3,56,8,19,0,4,0.0,8,15,0.53,0.42,5,6,0.83,1,3,4,4,4,1,7,4,21,0.49,24.44
Chris Booker,12,154,18,40,0,5,0.0,18,35,0.51,0.45,7,11,0.64,14,12,26,6,7,7,9,17,43,0.48,16.72
Chris Carr,9,158,25,69,11,27,0.41,14,42,0.33,0.44,7,11,0.64,5,9,14,16,6,0,16,24,68,0.46,17.81
Chris Carrawell,6,111,11,34,0,2,0.0,11,32,0.34,0.32,11,15,0.73,4,8,12,3,2,3,2,6,33,0.41,4.69
Chris Corchiani,34,514,39,98,15,51,0.29,24,47,0.51,0.47,65,83,0.78,16,28,44,46,41,0,31,66,158,0.59,18.73
Chris Ensminger,12,200,31,49,1,1,1.0,30,48,0.62,0.64,19,32,0.59,10,31,41,10,2,0,18,38,82,0.65,22.2
Chris Evans,12,226,45,96,14,33,0.42,31,63,0.49,0.54,19,22,0.86,14,17,31,13,6,1,12,22,123,0.58,10.2
Chris Gatling,6,139,28,49,2,7,0.29,26,42,0.62,0.59,19,35,0.54,10,21,31,6,3,3,8,17,77,0.6,11.05
Chris Hill,19,441,69,179,25,85,0.29,44,94,0.47,0.46,18,27,0.64,21,55,76,33,16,0,35,49,181,0.47,15.49
Chris Kramer,16,307,33,75,10,29,0.34,23,46,0.5,0.51,6,12,0.5,7,26,33,46,6,2,19,37,82,0.51,19.14
Chris Singleton,161,4224,481,1121,216,518,0.42,265,603,0.44,0.53,327,430,0.77,212,597,809,164,183,108,196,452,1505,0.57,13.01
Chris Warren,44,1348,217,487,74,185,0.4,143,302,0.47,0.52,114,152,0.74,54,148,202,71,51,11,90,105,622,0.56,13.98
Chris Williams,14,487,103,213,3,23,0.13,100,190,0.53,0.49,56,81,0.69,23,73,96,38,39,10,40,39,265,0.53,13.86
Chris Wright,8,168,30,50,2,7,0.29,28,43,0.65,0.62,9,12,0.75,13,22,35,2,4,8,9,20,71,0.64,14.0
Christian Burns,14,44,4,10,0,1,0.0,4,9,0.44,0.4,6,6,1.0,5,6,11,1,0,2,2,16,14,0.55,13.66
Christian Dalmau,33,823,127,297,43,134,0.32,84,163,0.52,0.5,41,72,0.57,15,56,71,84,49,3,78,103,338,0.51,19.18
Christian Drejer,15,179,22,50,7,18,0.39,15,32,0.47,0.51,8,10,0.69,5,15,20,7,4,2,12,30,59,0.54,18.07
Christian Eyenga,20,536,82,171,6,24,0.25,76,147,0.52,0.5,30,41,0.73,19,68,87,37,18,18,31,42,200,0.53,14.09
Christian Maraker,5,52,7,20,0,3,0.0,7,17,0.41,0.35,3,4,0.75,8,11,19,1,1,2,2,6,17,0.39,8.42
Christophe Beghin,23,562,78,175,2,9,0.22,76,166,0.46,0.45,49,77,0.63,45,55,100,12,13,8,35,69,207,0.5,14.35
Christophe Leonard,8,113,15,25,2,3,0.67,13,22,0.59,0.64,4,4,1.0,9,12,21,3,2,1,7,14,36,0.67,20.73
Christos Harissis,91,1466,167,425,73,228,0.32,94,197,0.48,0.48,78,110,0.72,36,102,138,136,59,5,93,218,485,0.51,16.42
Christos Tapoutos,33,619,69,166,14,45,0.31,55,121,0.45,0.46,30,36,0.81,12,67,79,38,9,6,40,55,182,0.5,18.03
Chuck Eidson,78,2196,273,654,85,228,0.37,188,426,0.44,0.48,182,238,0.76,82,239,321,221,141,12,132,159,813,0.54,14.82
Chuck Kornegay,14,272,35,58,0,1,0.0,35,57,0.61,0.6,16,25,0.64,26,42,68,8,6,14,22,33,86,0.62,24.18
Clarence Gilbert,11,304,38,101,26,68,0.38,12,33,0.36,0.5,11,17,0.65,3,21,24,19,16,0,14,25,113,0.52,11.43
Claude Marquis,10,163,27,55,0,1,0.0,27,54,0.5,0.49,11,21,0.52,21,15,36,2,4,2,16,28,65,0.51,19.94
Claudio Coldebella,23,482,32,82,16,42,0.38,16,40,0.4,0.49,33,40,0.8,8,49,57,40,23,2,19,64,113,0.57,16.02
Claudio Pilutti,26,429,37,82,21,43,0.49,16,39,0.41,0.58,9,17,0.51,10,36,46,18,23,1,18,48,104,0.58,16.75
Clay Tucker,23,538,76,211,25,86,0.29,51,125,0.41,0.42,22,29,0.76,6,46,52,39,12,5,29,49,199,0.44,11.47
Clevin Hannah,18,368,53,126,17,56,0.3,36,70,0.51,0.49,44,48,0.92,6,23,29,67,19,0,44,46,167,0.57,23.02
Cliff Hammonds,25,571,69,151,26,74,0.35,43,77,0.56,0.54,17,22,0.79,3,39,42,62,16,8,32,67,181,0.56,16.61
Clint Harrison,26,695,87,207,36,106,0.34,51,101,0.5,0.51,66,82,0.8,16,45,61,44,45,1,47,83,276,0.57,16.2
Colton Iverson,50,924,122,208,0,2,0.0,122,206,0.59,0.59,71,118,0.61,113,152,265,39,21,29,53,122,315,0.61,16.94
Corey Albano,27,525,88,157,8,26,0.31,80,131,0.61,0.59,48,73,0.68,31,71,102,23,22,3,43,86,232,0.61,18.52
Cory Alexander,10,295,40,92,14,45,0.31,26,47,0.55,0.51,27,42,0.64,4,18,22,27,14,3,21,34,121,0.55,15.97
Cory Higgins,152,3574,625,1258,180,392,0.46,445,866,0.51,0.57,415,490,0.84,64,272,336,276,106,26,225,371,1845,0.63,13.25
Cory Jefferson,18,213,24,63,7,28,0.25,17,35,0.49,0.44,7,13,0.29,10,19,29,5,1,2,5,27,62,0.45,6.78
Coty Clarke,43,941,106,244,23,57,0.4,83,187,0.44,0.48,48,59,0.82,41,142,183,48,35,9,46,97,283,0.52,14.56
Courtney Eldridge,4,54,2,11,1,3,0.33,1,8,0.12,0.23,3,6,0.5,0,1,1,5,0,0,6,8,8,0.29,30.55
Crawford Palmer,13,215,27,63,0,1,0.0,27,62,0.44,0.43,14,16,0.88,11,41,52,8,4,9,21,41,68,0.49,23.07
Cuneyt Erden,35,548,42,122,33,90,0.37,9,32,0.28,0.48,14,19,0.76,11,33,44,43,31,0,31,71,131,0.5,19.21
Curtis Borchardt,1,32,7,11,0,1,0.0,7,10,0.7,0.64,6,11,0.55,3,4,7,2,0,2,2,2,20,0.63,11.21
Curtis Jerrells,133,2955,460,1092,186,527,0.35,274,565,0.48,0.51,189,243,0.78,36,232,268,319,91,10,198,193,1295,0.54,14.17
Curtis McCants,26,645,109,224,22,61,0.36,87,163,0.53,0.54,52,64,0.9,7,34,41,77,21,1,49,53,292,0.58,16.27
Curtis Millage,4,42,4,10,0,2,0.0,4,8,0.5,0.4,2,2,1.0,2,2,4,3,4,0,3,4,10,0.46,21.61
D'or Fischer,52,1236,208,308,3,6,0.5,205,302,0.68,0.68,86,109,0.79,92,220,312,75,24,79,63,143,505,0.71,15.04
D.J. Seeley,26,526,59,137,24,62,0.39,35,75,0.47,0.52,47,53,0.89,15,37,52,67,13,5,45,60,189,0.59,21.92
D.J. Strawberry,57,1187,147,387,54,175,0.31,93,212,0.44,0.45,75,107,0.69,31,100,131,107,50,12,76,106,423,0.49,14.9
DaJuan Summers,10,278,46,108,6,27,0.22,40,81,0.49,0.45,25,31,0.81,14,32,46,10,15,6,14,15,123,0.51,10.32
DaShaun Wood,23,561,82,175,32,74,0.43,50,101,0.5,0.56,30,38,0.79,6,30,36,58,14,2,41,47,226,0.59,17.62
Daequan Cook,4,77,12,30,7,17,0.41,5,13,0.38,0.52,5,6,0.83,2,5,7,4,3,0,8,8,36,0.55,19.69
Dainius Adomaitis,28,824,85,174,35,70,0.5,50,104,0.48,0.59,61,82,0.76,23,82,105,38,18,5,42,84,266,0.63,16.66
Dainius Salenga,136,3505,425,964,134,420,0.32,291,544,0.53,0.51,179,242,0.76,107,228,335,234,142,29,162,228,1163,0.54,13.14
Dairis Bertans,103,1750,205,459,139,301,0.46,66,158,0.42,0.6,92,110,0.83,23,60,83,120,39,4,55,188,641,0.63,9.78
Dajuan Wagner,6,125,20,57,6,10,0.6,14,47,0.3,0.4,4,6,0.67,2,13,15,5,4,0,10,14,50,0.42,14.36
Dalibor Bagaric,39,791,127,215,1,4,0.25,126,211,0.6,0.59,66,108,0.59,51,149,200,33,35,32,69,101,321,0.61,20.81
Damian Kulig,10,253,58,103,17,36,0.47,41,67,0.61,0.65,19,30,0.63,12,43,55,15,6,11,20,38,152,0.65,14.68
Damir Markota,82,1773,209,496,65,227,0.29,144,269,0.54,0.49,93,127,0.73,105,258,363,93,43,15,119,121,576,0.52,17.74
Damir Mrsic,58,1188,148,326,117,277,0.42,31,49,0.63,0.63,37,45,0.88,11,48,59,79,31,0,58,91,450,0.65,14.36
Damir Mulaomerovic,46,1097,146,341,50,133,0.38,96,208,0.46,0.5,109,143,0.77,14,58,72,101,43,0,112,110,451,0.56,21.71
Damir Rancic,27,545,52,148,30,98,0.31,22,50,0.44,0.45,8,11,0.81,7,36,43,33,16,0,20,58,142,0.46,11.57
Damjan Rudez,21,306,34,84,17,43,0.4,17,41,0.41,0.51,3,4,0.83,9,30,39,19,3,1,19,41,88,0.51,18.14
Dani Garcia,13,78,7,23,2,8,0.25,5,15,0.33,0.35,1,2,0.5,2,12,14,5,0,3,4,12,17,0.36,14.35
Daniel Diez,71,942,101,207,35,98,0.36,66,109,0.61,0.57,21,30,0.6,46,106,152,36,24,2,28,54,258,0.59,11.28
Daniel Ewing,55,1584,226,557,88,239,0.37,138,318,0.43,0.48,111,140,0.8,26,99,125,145,69,11,129,124,651,0.53,17.26
Daniel Hackett,192,4289,522,1241,166,471,0.35,356,770,0.46,0.49,393,515,0.76,63,442,505,578,156,29,271,518,1603,0.55,15.59
Daniel Hain,9,116,3,12,0,4,0.0,3,8,0.38,0.25,1,4,0.25,7,6,13,3,0,1,11,21,7,0.25,44.43
Daniel Miller,13,244,23,66,12,38,0.32,11,28,0.39,0.44,10,15,0.67,5,16,21,7,8,0,16,29,68,0.47,18.06
Daniel Santiago,57,970,184,301,0,4,0.0,184,297,0.62,0.61,111,155,0.74,67,140,207,28,22,41,81,155,479,0.65,17.99
Daniel Schmidt,12,96,5,17,1,7,0.14,4,10,0.4,0.32,1,2,0.5,1,5,6,14,2,0,7,20,12,0.34,28.14
Daniel Strauch,3,12,1,5,0,4,0.0,1,1,1.0,0.2,1,1,1.0,0,0,0,0,0,0,0,1,3,0.28,0.0
Daniel Theis,54,1062,198,347,30,75,0.4,168,272,0.62,0.61,81,110,0.74,82,160,242,35,31,42,57,170,507,0.64,12.6
Daniele Cavaliero,13,163,13,36,9,24,0.38,4,12,0.33,0.49,11,14,0.79,1,9,10,17,9,0,11,22,46,0.55,20.69
Daniele Cinciarini,16,146,15,30,7,13,0.54,8,17,0.47,0.62,8,9,0.93,5,7,12,5,7,0,13,22,45,0.66,27.68
Danilo Andusic,25,252,26,83,13,55,0.24,13,28,0.46,0.39,24,29,0.87,4,18,22,17,8,0,19,24,89,0.46,16.56
Danilo Barthel,57,1370,169,341,40,114,0.35,129,227,0.57,0.55,79,109,0.73,56,168,224,94,20,10,76,121,457,0.59,16.35
Danilo Gallinari,18,547,76,183,22,74,0.3,54,109,0.5,0.48,105,137,0.77,25,52,77,27,21,7,27,47,279,0.57,9.99
Danilo Nikolic,26,370,52,106,24,59,0.41,28,47,0.6,0.6,12,20,0.6,25,36,61,10,7,7,10,34,140,0.61,8.01
Danny Green,7,199,29,75,8,32,0.25,21,43,0.49,0.44,14,16,0.88,9,19,28,13,7,4,17,16,80,0.49,17.16
